시도,시군구,자격별,성별,연령구분,신청자,1등급,2등급,3등급,4등급,5등급,인지지원등급,등급외A,등급외B,등급외C
강원,강릉시,의료,여자,80-84세,11,1,1,5,4,0,0,0,0,0
강원,강릉시,의료,여자,85세이상,64,4,6,23,22,3,0,3,0,0
강원,강릉시,감경,남자,65세미만,33,1,3,17,7,1,1,0,0,0
강원,강릉시,감경,남자,65-69세,74,4,15,16,32,3,1,1,0,0
강원,강릉시,감경,남자,70-74세,101,9,12,30,38,6,1,1,0,1
강원,강릉시,감경,남자,75-79세,138,5,12,44,60,10,2,0,0,0
강원,강릉시,감경,남자,80-84세,175,4,19,68,64,11,7,0,0,0
강원,강릉시,감경,남자,85세이상,260,9,26,92,115,8,2,1,1,1
강원,강릉시,감경,여자,65세미만,38,9,6,12,8,1,0,0,1,0
강원,강릉시,감경,여자,65-69세,73,9,5,18,28,4,3,1,1,1
강원,강릉시,감경,여자,70-74세,146,9,15,40,49,13,2,4,0,3
강원,강릉시,감경,여자,75-79세,311,18,28,83,129,24,7,2,1,0
강원,강릉시,감경,여자,80-84세,648,24,57,199,278,45,13,4,3,0
강원,강릉시,감경,여자,85세이상,1167,69,180,436,404,57,3,2,1,0
강원,동해시,일반,남자,65세미만,20,1,1,4,1,0,0,6,2,2
강원,동해시,일반,남자,65-69세,47,2,3,10,10,4,2,1,2,3
강원,동해시,일반,남자,70-74세,53,4,3,6,13,5,0,4,0,6
강원,동해시,일반,남자,75-79세,70,0,5,19,18,4,1,7,3,2
강원,동해시,일반,남자,80-84세,102,3,7,18,30,9,1,10,7,4
강원,동해시,일반,남자,85세이상,135,6,5,27,45,16,2,6,4,6
강원,동해시,일반,여자,65세미만,16,1,0,7,4,2,0,1,0,0
강원,동해시,일반,여자,65-69세,39,0,2,5,5,2,0,5,4,2
강원,동해시,일반,여자,70-74세,79,1,2,7,12,3,1,15,7,2
강원,동해시,일반,여자,75-79세,154,4,8,18,39,11,4,21,5,6
강원,동해시,일반,여자,80-84세,248,9,11,65,62,19,4,21,12,3
강원,동해시,일반,여자,85세이상,293,15,29,66,90,33,5,15,11,3
강원,동해시,기초,남자,65세미만,54,2,5,15,16,1,1,4,1,3
강원,동해시,기초,남자,65-69세,67,5,4,10,15,7,3,8,6,6
강원,동해시,기초,남자,70-74세,57,1,6,17,13,5,2,2,4,3
강원,동해시,기초,남자,75-79세,32,1,3,6,14,1,1,1,0,3
강원,동해시,기초,남자,80-84세,35,0,3,6,16,4,1,4,0,0
강원,동해시,기초,남자,85세이상,25,0,2,6,12,2,1,1,0,1
강원,동해시,기초,여자,65세미만,19,2,1,4,5,1,0,1,2,0
강원,동해시,기초,여자,65-69세,38,4,2,8,10,4,1,3,1,2
강원,동해시,기초,여자,70-74세,55,2,4,10,17,6,0,2,2,3
강원,동해시,기초,여자,75-79세,72,1,3,13,24,12,4,9,0,2
강원,동해시,기초,여자,80-84세,81,4,9,19,29,5,1,5,1,1
강원,동해시,기초,여자,85세이상,111,5,17,38,40,6,0,0,1,0
강원,동해시,의료,남자,65세미만,0,0,0,0,0,0,0,0,0,0
강원,동해시,의료,남자,65-69세,1,0,0,0,0,0,0,0,0,1
강원,동해시,의료,남자,70-74세,1,0,0,0,1,0,0,0,0,0
강원,동해시,의료,남자,75-79세,3,0,0,1,1,1,0,0,0,0
강원,동해시,의료,남자,80-84세,2,0,0,0,2,0,0,0,0,0
강원,동해시,의료,남자,85세이상,4,0,0,2,1,1,0,0,0,0
강원,동해시,의료,여자,65-69세,0,0,0,0,0,0,0,0,0,0
강원,동해시,의료,여자,70-74세,1,0,0,0,0,0,0,1,0,0
강원,동해시,의료,여자,75-79세,1,0,0,0,0,0,1,0,0,0
강원,동해시,의료,여자,80-84세,7,0,0,2,3,1,0,1,0,0
강원,동해시,의료,여자,85세이상,25,3,2,7,9,2,1,0,0,0
강원,동해시,감경,남자,65세미만,27,6,4,8,5,0,1,1,0,0
강원,동해시,감경,남자,65-69세,41,2,5,14,14,0,2,0,0,0
강원,동해시,감경,남자,70-74세,43,2,6,16,11,2,1,1,0,0
강원,동해시,감경,남자,75-79세,56,3,7,19,19,3,1,1,0,0
강원,동해시,감경,남자,80-84세,105,4,10,33,38,7,6,1,2,0
강원,동해시,감경,남자,85세이상,87,4,7,19,37,13,3,1,0,2
강원,동해시,감경,여자,65세미만,19,2,1,6,6,0,0,0,1,0
강원,동해시,감경,여자,65-69세,34,3,2,10,11,5,2,0,0,0
강원,동해시,감경,여자,70-74세,65,4,4,20,25,5,3,2,1,0
강원,동해시,감경,여자,75-79세,112,3,13,28,43,11,2,1,1,0
강원,동해시,감경,여자,80-84세,271,14,27,74,116,33,4,1,0,1
강원,동해시,감경,여자,85세이상,439,30,52,153,160,27,5,4,0,0
강원,태백시,일반,남자,65세미만,4,0,0,0,1,0,0,2,0,0
강원,태백시,일반,남자,65-69세,21,1,0,5,1,0,0,1,2,6
강원,태백시,일반,남자,70-74세,29,0,1,4,6,1,0,5,4,4
강원,태백시,일반,남자,75-79세,49,0,2,8,10,1,0,6,3,6
강원,태백시,일반,남자,80-84세,36,0,3,7,4,2,1,5,3,4
강원,태백시,일반,남자,85세이상,33,0,1,5,9,1,0,2,7,3
강원,태백시,일반,여자,65세미만,11,1,1,1,1,1,0,4,0,0
강원,태백시,일반,여자,65-69세,27,0,0,4,1,1,0,5,6,2
강원,태백시,일반,여자,70-74세,48,0,0,2,3,1,1,7,10,4
강원,태백시,일반,여자,75-79세,98,1,4,14,13,3,1,15,13,5
강원,태백시,일반,여자,80-84세,110,4,4,14,23,4,3,17,13,4
강원,태백시,일반,여자,85세이상,122,7,9,27,37,5,2,5,8,3
강원,태백시,기초,남자,65세미만,12,1,0,2,3,0,0,2,0,3
강원,태백시,기초,남자,65-69세,22,0,0,2,5,2,0,1,4,4
강원,태백시,기초,남자,70-74세,6,0,0,0,1,0,1,1,1,0
강원,태백시,기초,남자,75-79세,7,0,0,2,2,0,0,0,1,0
강원,태백시,기초,남자,80-84세,8,0,0,2,2,0,0,1,0,1
강원,태백시,기초,남자,85세이상,14,0,1,4,4,0,0,2,2,0
강원,태백시,기초,여자,65세미만,6,1,1,0,2,0,0,0,0,1
강원,태백시,기초,여자,65-69세,16,0,2,2,1,2,0,4,0,2
강원,태백시,기초,여자,70-74세,29,1,1,2,6,1,1,5,4,1
강원,태백시,기초,여자,75-79세,26,0,3,5,7,0,0,1,6,1
강원,태백시,기초,여자,80-84세,43,4,3,11,12,1,0,2,4,3
강원,태백시,기초,여자,85세이상,64,2,7,27,17,3,0,1,2,0
강원,태백시,의료,남자,70-74세,1,0,0,0,0,0,0,0,0,1
강원,태백시,의료,여자,65-69세,0,0,0,0,0,0,0,0,0,0
강원,태백시,의료,여자,75-79세,2,0,0,0,0,0,0,2,0,0
강원,태백시,의료,여자,80-84세,7,0,0,0,2,1,0,0,2,1
강원,태백시,의료,여자,85세이상,9,0,0,2,3,1,0,1,0,0
강원,태백시,감경,남자,65세미만,5,1,1,1,0,0,1,0,0,0
강원,태백시,감경,남자,65-69세,8,1,1,3,2,0,0,0,1,0
강원,태백시,감경,남자,70-74세,15,0,0,5,5,2,0,0,2,0
강원,태백시,감경,남자,75-79세,20,1,3,7,4,1,1,0,0,1
강원,태백시,감경,남자,80-84세,24,2,3,5,9,2,0,0,0,0
강원,태백시,감경,남자,85세이상,32,2,6,11,11,1,0,0,0,0
강원,태백시,감경,여자,65세미만,5,0,1,0,3,1,0,0,0,0
강원,태백시,감경,여자,65-69세,23,1,2,8,7,1,1,1,0,0
강원,태백시,감경,여자,70-74세,25,2,3,6,12,0,0,0,0,0
강원,태백시,감경,여자,75-79세,72,2,8,20,24,8,1,0,1,0
강원,태백시,감경,여자,80-84세,122,8,15,34,44,9,5,2,0,0
강원,태백시,감경,여자,85세이상,165,14,23,52,57,10,3,1,0,0
강원,속초시,일반,남자,65세미만,20,1,0,1,2,0,0,4,0,1
강원,속초시,일반,남자,65-69세,25,2,1,5,5,0,0,5,0,1
강원,속초시,일반,남자,70-74세,31,1,3,7,8,4,0,3,0,1
강원,속초시,일반,남자,75-79세,47,1,4,9,7,2,1,4,1,3
강원,속초시,일반,남자,80-84세,61,1,8,11,15,4,0,3,1,1
강원,속초시,일반,남자,85세이상,82,5,7,16,30,5,1,2,1,1
강원,속초시,일반,여자,65세미만,12,1,0,5,1,1,0,0,0,0
강원,속초시,일반,여자,65-69세,22,0,2,4,6,1,0,1,2,1
강원,속초시,일반,여자,70-74세,66,1,3,5,13,2,0,7,3,4
강원,속초시,일반,여자,75-79세,116,4,3,23,26,8,2,11,7,2
강원,속초시,일반,여자,80-84세,185,9,10,34,57,11,2,12,3,1
강원,속초시,일반,여자,85세이상,246,19,44,65,63,7,1,4,6,2
강원,속초시,기초,남자,65세미만,37,3,3,8,8,1,1,4,2,2
강원,속초시,기초,남자,65-69세,58,5,7,11,12,1,0,4,4,4
강원,속초시,기초,남자,70-74세,29,1,1,4,11,2,0,5,0,0
강원,속초시,기초,남자,75-79세,20,1,1,9,4,1,1,0,0,2
강원,속초시,기초,남자,80-84세,36,2,3,7,15,1,0,1,2,0
강원,속초시,기초,남자,85세이상,22,2,1,7,10,0,1,0,0,0
강원,속초시,기초,여자,65세미만,17,0,5,4,5,0,0,2,0,0
강원,속초시,기초,여자,65-69세,34,2,3,9,7,0,0,5,2,2
강원,속초시,기초,여자,70-74세,41,1,4,11,9,0,1,5,3,1
강원,속초시,기초,여자,75-79세,60,3,6,8,25,2,0,7,1,0
강원,속초시,기초,여자,80-84세,70,3,8,18,26,2,0,3,0,0
강원,속초시,기초,여자,85세이상,127,13,22,43,38,6,0,0,1,0
강원,속초시,의료,남자,65-69세,1,0,0,0,1,0,0,0,0,0
강원,속초시,의료,남자,85세이상,4,0,1,1,2,0,0,0,0,0
강원,속초시,의료,여자,65-69세,0,0,0,0,0,0,0,0,0,0
강원,속초시,의료,여자,70-74세,1,1,0,0,0,0,0,0,0,0
강원,속초시,의료,여자,75-79세,1,0,0,1,0,0,0,0,0,0
강원,속초시,의료,여자,80-84세,3,1,0,0,1,0,0,1,0,0
강원,속초시,의료,여자,85세이상,10,2,2,3,1,0,0,2,0,0
강원,속초시,감경,남자,65세미만,8,0,1,5,0,0,0,0,0,0
강원,속초시,감경,남자,65-69세,31,3,4,5,12,4,0,0,0,0
강원,속초시,감경,남자,70-74세,26,3,5,5,10,1,0,1,0,0
강원,속초시,감경,남자,75-79세,36,6,3,12,11,2,0,0,0,0
강원,속초시,감경,남자,80-84세,60,4,9,25,15,5,0,0,0,0
강원,속초시,감경,남자,85세이상,66,2,12,18,26,4,1,0,1,0
강원,속초시,감경,여자,65세미만,12,1,2,4,3,0,0,1,0,0
강원,속초시,감경,여자,65-69세,19,2,1,4,4,2,0,0,1,0
강원,속초시,감경,여자,70-74세,35,2,1,9,20,0,2,0,0,0
강원,속초시,감경,여자,75-79세,76,6,9,28,24,2,3,1,0,0
강원,속초시,감경,여자,80-84세,152,13,27,45,47,9,1,1,1,0
강원,속초시,감경,여자,85세이상,308,37,55,99,93,9,1,2,1,0
강원,삼척시,일반,남자,65세미만,11,0,1,1,1,0,0,3,1,2
강원,삼척시,일반,남자,65-69세,37,2,1,3,10,1,1,6,3,3
강원,삼척시,일반,남자,70-74세,51,2,3,5,13,4,0,5,4,5
강원,삼척시,일반,남자,75-79세,58,3,1,7,15,4,1,5,1,6
강원,삼척시,일반,남자,80-84세,78,0,4,16,22,2,0,5,2,8
강원,삼척시,일반,남자,85세이상,115,5,7,27,39,4,2,5,3,5
강원,삼척시,일반,여자,65세미만,17,1,0,3,2,0,0,3,1,0
강원,삼척시,일반,여자,65-69세,36,2,2,3,5,0,0,5,1,5
강원,삼척시,일반,여자,70-74세,75,2,3,9,8,1,2,4,9,4
강원,삼척시,일반,여자,75-79세,156,2,4,19,25,8,4,17,9,8
강원,삼척시,일반,여자,80-84세,181,7,9,26,58,15,1,14,2,4
강원,삼척시,일반,여자,85세이상,292,14,26,66,91,15,2,10,6,6
강원,삼척시,기초,남자,65세미만,32,2,4,5,7,0,1,4,1,3
강원,삼척시,기초,남자,65-69세,62,2,2,14,14,2,3,4,6,6
강원,삼척시,기초,남자,70-74세,26,1,2,5,8,1,0,4,0,0
강원,삼척시,기초,남자,75-79세,20,2,0,2,7,0,0,0,1,2
강원,삼척시,기초,남자,80-84세,16,1,0,5,3,1,1,0,1,1
강원,삼척시,기초,남자,85세이상,9,0,1,3,4,0,0,0,0,0
강원,삼척시,기초,여자,65세미만,13,1,1,4,1,1,0,1,0,0
강원,삼척시,기초,여자,65-69세,40,1,1,3,13,1,1,6,5,4
강원,삼척시,기초,여자,70-74세,30,1,0,8,9,1,1,3,0,1
강원,삼척시,기초,여자,75-79세,43,0,4,7,12,5,0,3,1,1
강원,삼척시,기초,여자,80-84세,54,2,4,13,22,0,0,5,1,1
강원,삼척시,기초,여자,85세이상,92,6,15,27,32,3,0,1,2,0
강원,삼척시,의료,남자,75-79세,1,0,0,1,0,0,0,0,0,0
강원,삼척시,의료,남자,85세이상,2,0,0,0,0,1,0,0,0,0
강원,삼척시,의료,여자,65-69세,0,0,0,0,0,0,0,0,0,0
강원,삼척시,의료,여자,70-74세,1,0,0,0,1,0,0,0,0,0
강원,삼척시,의료,여자,75-79세,2,0,0,0,1,1,0,0,0,0
강원,삼척시,의료,여자,80-84세,5,0,1,1,3,0,0,0,0,0
강원,삼척시,의료,여자,85세이상,23,0,8,4,9,1,0,0,1,0
강원,삼척시,감경,남자,65세미만,7,0,0,5,2,0,0,0,0,0
강원,삼척시,감경,남자,65-69세,30,2,0,9,13,1,2,1,0,0
강원,삼척시,감경,남자,70-74세,22,2,1,7,8,2,1,0,0,0
강원,삼척시,감경,남자,75-79세,43,1,5,11,14,2,2,0,1,0
강원,삼척시,감경,남자,80-84세,60,4,9,20,21,2,2,0,0,0
강원,삼척시,감경,남자,85세이상,97,4,7,35,42,4,2,0,0,0
강원,삼척시,감경,여자,65세미만,3,0,0,1,1,0,0,1,0,0
강원,삼척시,감경,여자,65-69세,19,0,0,7,6,0,0,1,0,0
강원,삼척시,감경,여자,70-74세,37,1,4,7,15,2,0,0,1,0
강원,삼척시,감경,여자,75-79세,93,4,3,31,38,7,3,0,1,0
강원,삼척시,감경,여자,80-84세,215,10,14,66,98,13,6,1,0,0
강원,삼척시,감경,여자,85세이상,402,23,64,135,150,20,3,0,0,0
강원,홍천군,일반,남자,65세미만,23,2,1,5,5,0,0,1,2,0
강원,홍천군,일반,남자,65-69세,45,3,2,10,12,0,0,7,0,1
강원,홍천군,일반,남자,70-74세,56,0,6,7,16,1,1,7,4,1
강원,홍천군,일반,남자,75-79세,88,4,6,18,21,2,3,7,3,2
강원,홍천군,일반,남자,80-84세,92,2,5,22,22,3,2,5,5,2
강원,홍천군,일반,남자,85세이상,128,0,7,31,45,11,1,6,1,2
강원,홍천군,일반,여자,65세미만,15,2,4,3,2,0,0,2,0,1
강원,홍천군,일반,여자,65-69세,49,0,0,3,4,2,1,10,4,2
강원,홍천군,일반,여자,70-74세,71,1,1,8,10,3,1,10,1,4
강원,홍천군,일반,여자,75-79세,139,3,8,21,35,9,2,15,3,3
강원,홍천군,일반,여자,80-84세,217,3,12,43,65,17,3,12,7,4
강원,홍천군,일반,여자,85세이상,356,10,29,98,122,30,4,12,8,0
강원,홍천군,기초,남자,65세미만,40,4,3,6,13,2,0,6,2,3
강원,홍천군,기초,남자,65-69세,40,0,3,5,13,2,1,2,5,1
강원,홍천군,기초,남자,70-74세,21,1,1,2,8,2,2,1,1,0
강원,홍천군,기초,남자,75-79세,26,1,2,4,8,5,1,0,2,0
강원,홍천군,기초,남자,80-84세,19,0,1,2,7,2,1,1,1,1
강원,홍천군,기초,남자,85세이상,20,2,2,4,7,3,0,1,1,0
강원,홍천군,기초,여자,65세미만,12,0,1,5,3,0,0,0,0,2
강원,홍천군,기초,여자,65-69세,32,2,1,10,7,0,0,2,1,5
강원,홍천군,기초,여자,70-74세,29,3,1,7,10,3,0,1,1,0
강원,홍천군,기초,여자,75-79세,29,3,2,5,10,3,0,4,1,0
강원,홍천군,기초,여자,80-84세,39,4,2,13,9,3,1,0,1,0
강원,홍천군,기초,여자,85세이상,78,2,5,23,29,9,2,1,3,0
강원,홍천군,의료,남자,65세미만,1,0,0,0,0,0,0,0,0,0
강원,홍천군,의료,남자,85세이상,2,0,0,0,2,0,0,0,0,0
강원,홍천군,의료,여자,70-74세,0,0,0,0,0,0,0,0,0,0
강원,홍천군,의료,여자,75-79세,0,0,0,0,0,0,0,0,0,0
강원,홍천군,의료,여자,80-84세,4,0,0,0,1,0,0,0,0,0
강원,홍천군,의료,여자,85세이상,12,0,3,5,1,1,0,0,0,0
강원,홍천군,감경,남자,65세미만,14,0,3,4,6,0,0,0,0,0
강원,홍천군,감경,남자,65-69세,20,2,0,6,7,1,1,1,0,0
강원,홍천군,감경,남자,70-74세,34,3,5,8,15,1,1,0,0,0
강원,홍천군,감경,남자,75-79세,38,4,1,10,15,3,0,0,0,0
강원,홍천군,감경,남자,80-84세,50,0,8,20,14,5,0,0,0,0
강원,홍천군,감경,남자,85세이상,98,7,8,18,51,12,0,0,0,0
강원,홍천군,감경,여자,65세미만,12,3,0,2,5,0,0,0,0,0
강원,홍천군,감경,여자,65-69세,21,3,3,4,5,3,2,0,0,0
강원,홍천군,감경,여자,70-74세,40,1,3,7,15,6,2,0,0,1
강원,홍천군,감경,여자,75-79세,67,9,10,9,31,2,1,1,0,0
강원,홍천군,감경,여자,80-84세,199,9,26,41,101,15,2,0,0,0
강원,홍천군,감경,여자,85세이상,423,17,57,124,175,32,11,0,0,0
강원,횡성군,일반,남자,65세미만,14,1,0,2,3,0,0,2,1,3
강원,횡성군,일반,남자,65-69세,29,0,1,4,5,1,0,2,4,0
강원,횡성군,일반,남자,70-74세,35,1,1,4,11,3,0,1,2,2
강원,횡성군,일반,남자,75-79세,60,1,4,8,20,2,3,3,7,0
강원,횡성군,일반,남자,80-84세,82,1,7,13,37,9,1,1,0,0
강원,횡성군,일반,남자,85세이상,106,0,7,15,40,7,0,6,3,1
강원,횡성군,일반,여자,65세미만,6,0,1,1,1,0,0,0,0,1
강원,횡성군,일반,여자,65-69세,33,3,1,3,6,3,0,3,2,0
강원,횡성군,일반,여자,70-74세,43,1,3,3,9,2,0,6,2,1
강원,횡성군,일반,여자,75-79세,99,0,6,16,22,4,2,10,5,0
강원,횡성군,일반,여자,80-84세,157,2,7,28,55,22,6,7,3,1
강원,횡성군,일반,여자,85세이상,250,5,24,56,110,13,2,6,5,2
강원,횡성군,기초,남자,65세미만,21,3,2,6,5,2,1,0,0,0
강원,횡성군,기초,남자,65-69세,30,1,3,7,11,2,0,1,0,1
강원,횡성군,기초,남자,70-74세,18,0,1,6,5,1,1,1,1,0
강원,횡성군,기초,남자,75-79세,10,0,1,4,2,0,2,0,0,0
강원,횡성군,기초,남자,80-84세,4,0,0,2,2,0,0,0,0,0
강원,횡성군,기초,남자,85세이상,15,0,2,5,5,0,0,0,1,0
강원,횡성군,기초,여자,65세미만,13,0,0,6,4,1,0,0,0,0
강원,횡성군,기초,여자,65-69세,17,0,1,1,5,1,2,2,0,1
강원,횡성군,기초,여자,70-74세,16,1,0,4,5,2,0,0,0,1
강원,횡성군,기초,여자,75-79세,26,2,0,1,12,2,1,0,0,1
강원,횡성군,기초,여자,80-84세,34,0,4,11,11,6,0,0,0,0
강원,횡성군,기초,여자,85세이상,69,4,5,15,34,5,2,1,1,0
강원,횡성군,의료,남자,65세미만,2,0,0,0,1,0,0,1,0,0
강원,횡성군,의료,남자,65-69세,1,0,0,0,0,0,0,0,0,0
강원,횡성군,의료,여자,70-74세,1,0,0,0,0,0,0,0,0,0
강원,횡성군,의료,여자,75-79세,0,0,0,0,0,0,0,0,0,0
강원,횡성군,의료,여자,80-84세,3,0,0,1,1,0,0,0,0,0
강원,횡성군,의료,여자,85세이상,8,0,0,5,3,0,0,0,0,0
강원,횡성군,감경,남자,65세미만,10,0,1,3,3,2,0,0,1,0
강원,횡성군,감경,남자,65-69세,11,1,1,4,2,1,1,0,0,0
강원,횡성군,감경,남자,70-74세,21,1,0,6,9,1,1,1,0,0
강원,횡성군,감경,남자,75-79세,33,0,3,10,14,3,0,0,0,0
강원,횡성군,감경,남자,80-84세,42,0,5,11,15,6,1,0,0,0
강원,횡성군,감경,남자,85세이상,73,2,6,24,32,8,0,0,0,0
강원,횡성군,감경,여자,65세미만,8,3,2,1,0,1,0,0,0,0
강원,횡성군,감경,여자,65-69세,17,0,3,3,9,0,2,0,0,0
강원,횡성군,감경,여자,70-74세,17,1,0,2,10,1,0,0,0,0
강원,횡성군,감경,여자,75-79세,55,4,6,7,27,6,1,0,1,0
강원,횡성군,감경,여자,80-84세,157,8,12,42,64,23,2,0,1,0
강원,횡성군,감경,여자,85세이상,326,17,39,116,129,22,1,0,0,0
강원,영월군,일반,남자,65세미만,11,0,1,1,1,0,0,1,2,0
강원,영월군,일반,남자,65-69세,18,0,3,1,5,0,0,1,1,3
강원,영월군,일반,남자,70-74세,27,0,1,4,9,2,1,2,0,1
강원,영월군,일반,남자,75-79세,37,1,2,15,5,1,0,2,2,1
강원,영월군,일반,남자,80-84세,65,4,4,11,21,3,0,2,6,4
강원,영월군,일반,남자,85세이상,73,1,6,12,31,4,0,2,2,2
강원,영월군,일반,여자,65세미만,4,0,0,1,0,0,0,1,1,0
강원,영월군,일반,여자,65-69세,28,1,2,5,6,0,0,2,2,1
강원,영월군,일반,여자,70-74세,50,1,0,10,7,1,2,3,5,3
강원,영월군,일반,여자,75-79세,64,0,3,11,16,2,1,9,2,0
강원,영월군,일반,여자,80-84세,147,3,2,46,36,2,0,10,6,6
강원,영월군,일반,여자,85세이상,165,2,17,52,58,4,2,5,2,4
강원,영월군,기초,남자,65세미만,20,0,1,4,5,0,1,1,4,0
강원,영월군,기초,남자,65-69세,25,0,4,7,6,0,0,2,0,1
강원,영월군,기초,남자,70-74세,17,0,1,6,4,2,0,2,0,0
강원,영월군,기초,남자,75-79세,15,1,1,4,7,0,0,0,1,0
강원,영월군,기초,남자,80-84세,11,0,2,2,6,0,0,1,0,0
강원,영월군,기초,남자,85세이상,10,1,0,5,2,0,0,0,0,1
강원,영월군,기초,여자,65세미만,15,1,1,2,6,1,1,0,0,0
강원,영월군,기초,여자,65-69세,16,0,1,1,1,1,0,2,3,4
강원,영월군,기초,여자,70-74세,23,1,1,3,12,0,0,1,0,4
강원,영월군,기초,여자,75-79세,28,0,1,6,12,2,0,1,0,1
강원,영월군,기초,여자,80-84세,40,2,3,10,19,1,0,1,1,2
강원,영월군,기초,여자,85세이상,37,2,3,16,13,2,0,0,0,0
강원,영월군,의료,남자,80-84세,1,0,0,0,1,0,0,0,0,0
강원,영월군,의료,남자,85세이상,1,0,0,1,0,0,0,0,0,0
강원,영월군,의료,여자,65세미만,0,0,0,0,0,0,0,0,0,0
강원,영월군,의료,여자,65-69세,1,0,0,0,0,0,0,1,0,0
강원,영월군,의료,여자,70-74세,1,0,0,1,0,0,0,0,0,0
강원,영월군,의료,여자,75-79세,3,0,0,1,1,0,0,1,0,0
강원,영월군,의료,여자,80-84세,6,0,1,1,3,0,1,0,0,0
강원,영월군,의료,여자,85세이상,10,0,2,3,4,0,0,0,0,0
강원,영월군,감경,남자,65세미만,6,0,1,2,3,0,0,0,0,0
강원,영월군,감경,남자,65-69세,16,1,5,4,4,0,0,0,0,0
강원,영월군,감경,남자,70-74세,13,1,0,6,4,1,0,0,0,0
강원,영월군,감경,남자,75-79세,28,1,3,8,12,2,0,1,0,0
강원,영월군,감경,남자,80-84세,45,3,1,17,17,5,1,0,0,0
강원,영월군,감경,남자,85세이상,69,2,7,22,33,3,1,0,1,0
강원,영월군,감경,여자,65세미만,5,1,0,2,1,0,0,0,0,0
강원,영월군,감경,여자,65-69세,15,2,0,3,8,0,0,0,0,1
강원,영월군,감경,여자,70-74세,20,1,0,6,10,1,0,0,0,0
강원,영월군,감경,여자,75-79세,68,3,5,20,28,3,2,0,0,1
강원,영월군,감경,여자,80-84세,156,4,16,48,68,8,3,1,0,0
강원,영월군,감경,여자,85세이상,253,10,39,93,101,7,0,0,0,0
강원,평창군,일반,남자,65세미만,17,0,1,4,1,1,0,4,1,0
강원,평창군,일반,남자,65-69세,25,0,0,1,8,1,0,6,1,0
강원,평창군,일반,남자,70-74세,36,1,2,8,9,0,0,6,1,1
강원,평창군,일반,남자,75-79세,38,0,2,6,7,2,1,3,1,5
강원,평창군,일반,남자,80-84세,76,0,4,14,18,3,1,4,6,1
강원,평창군,일반,남자,85세이상,95,2,3,16,34,2,1,11,5,6
강원,평창군,일반,여자,65세미만,10,0,0,2,2,1,0,2,1,0
강원,평창군,일반,여자,65-69세,29,1,0,1,3,6,0,2,3,0
강원,평창군,일반,여자,70-74세,47,0,1,5,6,3,1,6,2,2
강원,평창군,일반,여자,75-79세,78,2,2,9,24,1,1,7,7,1
강원,평창군,일반,여자,80-84세,150,3,5,27,37,7,2,21,5,4
강원,평창군,일반,여자,85세이상,177,1,14,37,67,7,1,14,7,5
강원,평창군,기초,남자,65세미만,9,0,0,2,2,1,0,1,0,3
강원,평창군,기초,남자,65-69세,10,0,1,0,6,0,0,1,0,0
강원,평창군,기초,남자,70-74세,7,0,0,3,2,0,0,0,1,1
강원,평창군,기초,남자,75-79세,9,0,0,1,3,1,0,1,1,1
강원,평창군,기초,남자,80-84세,15,1,2,1,3,0,0,1,3,1
강원,평창군,기초,남자,85세이상,7,0,0,0,4,1,0,0,2,0
강원,평창군,기초,여자,65세미만,4,1,0,1,0,1,0,0,0,0
강원,평창군,기초,여자,65-69세,10,1,1,3,1,2,0,0,2,0
강원,평창군,기초,여자,70-74세,18,1,1,2,5,0,1,2,0,1
강원,평창군,기초,여자,75-79세,21,0,0,4,7,4,0,1,2,0
강원,평창군,기초,여자,80-84세,31,1,1,9,14,4,0,0,0,0
강원,평창군,기초,여자,85세이상,34,0,1,14,11,2,0,0,0,1
강원,평창군,의료,남자,70-74세,1,0,0,1,0,0,0,0,0,0
강원,평창군,의료,남자,85세이상,2,0,0,1,0,0,0,1,0,0
강원,평창군,의료,여자,75-79세,1,0,0,0,0,1,0,0,0,0
강원,평창군,의료,여자,80-84세,2,0,0,0,2,0,0,0,0,0
강원,평창군,의료,여자,85세이상,4,0,0,3,1,0,0,0,0,0
강원,평창군,감경,남자,65세미만,1,0,0,0,1,0,0,0,0,0
강원,평창군,감경,남자,65-69세,14,0,0,3,10,0,0,0,0,0
강원,평창군,감경,남자,70-74세,14,0,1,5,6,1,0,0,0,0
강원,평창군,감경,남자,75-79세,21,0,3,7,8,3,0,0,0,0
강원,평창군,감경,남자,80-84세,44,0,5,16,14,4,5,0,0,0
강원,평창군,감경,남자,85세이상,47,2,5,14,18,7,0,0,0,0
강원,평창군,감경,여자,65세미만,4,1,2,0,1,0,0,0,0,0
강원,평창군,감경,여자,65-69세,13,0,1,1,6,1,2,1,0,0
강원,평창군,감경,여자,70-74세,22,1,2,4,11,2,0,0,0,0
강원,평창군,감경,여자,75-79세,58,2,0,13,26,3,1,0,0,0
강원,평창군,감경,여자,80-84세,103,5,7,23,52,4,4,0,0,1
강원,평창군,감경,여자,85세이상,243,5,13,78,118,17,3,0,1,0
강원,정선군,일반,남자,65세미만,6,0,0,3,0,0,0,1,1,1
강원,정선군,일반,남자,65-69세,22,1,2,5,2,0,0,4,2,2
강원,정선군,일반,남자,70-74세,20,0,2,7,1,0,0,1,1,3
강원,정선군,일반,남자,75-79세,29,1,1,7,3,0,0,3,2,3
강원,정선군,일반,남자,80-84세,45,2,4,8,10,0,0,6,5,0
