시도,시군구,자격별,성별,연령구분,신청자,1등급,2등급,3등급,4등급,5등급,인지지원등급,등급외A,등급외B,등급외C
인천,미추홀구,의료,여자,65세미만,1,0,0,0,0,0,0,0,0,0
인천,미추홀구,의료,여자,65-69세,4,0,0,2,1,0,0,1,0,0
인천,미추홀구,의료,여자,70-74세,5,0,0,2,2,0,0,0,0,0
인천,미추홀구,의료,여자,75-79세,11,0,1,3,3,2,0,2,0,0
인천,미추홀구,의료,여자,80-84세,15,2,0,2,9,0,0,1,0,0
인천,미추홀구,의료,여자,85세이상,57,4,5,22,21,3,0,0,0,0
인천,미추홀구,감경,남자,65세미만,93,15,7,20,35,2,2,2,1,0
인천,미추홀구,감경,남자,65-69세,177,7,15,53,70,17,1,3,0,2
인천,미추홀구,감경,남자,70-74세,236,7,25,60,107,14,5,4,1,1
인천,미추홀구,감경,남자,75-79세,291,6,25,78,134,26,7,5,1,0
인천,미추홀구,감경,남자,80-84세,337,7,26,89,164,38,4,2,0,1
인천,미추홀구,감경,남자,85세이상,347,2,25,102,176,34,2,1,0,0
인천,미추홀구,감경,여자,65세미만,67,8,11,16,19,1,0,1,1,1
인천,미추홀구,감경,여자,65-69세,143,9,10,36,65,4,1,2,1,0
인천,미추홀구,감경,여자,70-74세,254,12,17,62,108,14,9,3,2,1
인천,미추홀구,감경,여자,75-79세,531,28,38,119,238,63,14,8,0,0
인천,미추홀구,감경,여자,80-84세,935,44,75,271,403,88,14,3,1,0
인천,미추홀구,감경,여자,85세이상,1577,78,215,526,639,80,9,2,2,0
인천,연수구,일반,남자,65세미만,75,5,2,22,9,2,0,17,5,5
인천,연수구,일반,남자,65-69세,111,3,2,23,34,4,1,16,5,1
인천,연수구,일반,남자,70-74세,167,7,10,32,48,11,0,21,4,1
인천,연수구,일반,남자,75-79세,191,6,6,46,62,23,1,21,4,0
인천,연수구,일반,남자,80-84세,251,8,12,52,85,26,2,19,4,2
인천,연수구,일반,남자,85세이상,293,6,15,67,110,32,3,18,4,2
인천,연수구,일반,여자,65세미만,72,10,5,18,13,5,0,14,1,1
인천,연수구,일반,여자,65-69세,118,4,3,19,26,7,1,18,5,0
인천,연수구,일반,여자,70-74세,206,4,10,33,62,11,4,26,7,3
인천,연수구,일반,여자,75-79세,354,11,7,66,113,34,5,37,10,1
인천,연수구,일반,여자,80-84세,665,18,44,132,236,63,8,62,8,5
인천,연수구,일반,여자,85세이상,925,28,80,285,357,69,5,23,5,1
인천,연수구,기초,남자,65세미만,97,5,5,18,27,6,2,19,8,2
인천,연수구,기초,남자,65-69세,139,0,5,15,56,9,2,17,16,5
인천,연수구,기초,남자,70-74세,84,0,5,12,34,6,1,10,8,0
인천,연수구,기초,남자,75-79세,81,1,3,14,27,15,0,7,3,2
인천,연수구,기초,남자,80-84세,71,0,7,9,31,7,1,8,3,1
인천,연수구,기초,남자,85세이상,53,0,4,7,34,4,0,1,0,0
인천,연수구,기초,여자,65세미만,51,3,1,8,15,2,0,5,4,6
인천,연수구,기초,여자,65-69세,101,1,7,17,34,13,0,6,6,4
인천,연수구,기초,여자,70-74세,88,1,2,17,39,4,0,15,5,1
인천,연수구,기초,여자,75-79세,146,4,4,25,58,14,0,20,2,0
인천,연수구,기초,여자,80-84세,247,3,17,48,103,27,1,21,8,1
인천,연수구,기초,여자,85세이상,325,6,31,88,162,20,2,4,1,1
인천,연수구,의료,남자,65-69세,2,0,0,0,1,0,0,0,0,0
인천,연수구,의료,남자,70-74세,1,0,0,0,0,0,0,1,0,0
인천,연수구,의료,남자,75-79세,7,0,0,1,2,1,0,3,0,0
인천,연수구,의료,남자,80-84세,4,0,0,0,1,0,0,1,0,0
인천,연수구,의료,남자,85세이상,2,0,0,1,1,0,0,0,0,0
인천,연수구,의료,여자,65세미만,1,0,0,0,0,0,0,0,0,0
인천,연수구,의료,여자,65-69세,2,0,0,0,1,0,0,0,0,0
인천,연수구,의료,여자,70-74세,2,0,0,0,1,0,0,1,0,0
인천,연수구,의료,여자,75-79세,1,0,0,0,0,0,0,0,0,0
인천,연수구,의료,여자,80-84세,13,0,2,2,5,0,0,1,0,0
인천,연수구,의료,여자,85세이상,26,0,5,8,7,4,0,0,0,0
인천,연수구,감경,남자,65세미만,37,5,1,14,14,1,0,1,0,0
인천,연수구,감경,남자,65-69세,49,5,2,16,22,1,0,0,0,0
인천,연수구,감경,남자,70-74세,70,2,2,26,34,4,0,0,0,0
인천,연수구,감경,남자,75-79세,88,4,4,19,43,12,1,0,1,1
인천,연수구,감경,남자,80-84세,106,1,4,35,52,10,0,0,1,0
인천,연수구,감경,남자,85세이상,151,3,9,50,68,12,3,1,2,0
인천,연수구,감경,여자,65세미만,37,4,3,10,15,2,0,1,0,0
인천,연수구,감경,여자,65-69세,51,2,6,16,17,6,0,4,0,0
인천,연수구,감경,여자,70-74세,84,4,4,15,41,13,0,0,0,0
인천,연수구,감경,여자,75-79세,177,7,9,46,72,27,4,1,0,0
인천,연수구,감경,여자,80-84세,369,11,29,86,194,31,4,3,1,0
인천,연수구,감경,여자,85세이상,757,33,66,258,346,39,1,3,3,0
인천,남동구,일반,남자,65세미만,148,9,12,29,14,2,1,32,11,2
인천,남동구,일반,남자,65-69세,252,14,13,42,77,5,2,30,12,4
인천,남동구,일반,남자,70-74세,290,13,19,56,86,11,3,29,10,6
인천,남동구,일반,남자,75-79세,420,19,22,86,137,32,5,38,8,5
인천,남동구,일반,남자,80-84세,484,11,29,109,163,40,7,26,23,9
인천,남동구,일반,남자,85세이상,475,8,33,111,189,41,9,20,11,4
인천,남동구,일반,여자,65세미만,132,13,9,16,18,2,1,26,8,4
인천,남동구,일반,여자,65-69세,234,13,13,29,49,5,2,42,14,8
인천,남동구,일반,여자,70-74세,454,17,26,63,119,20,5,66,24,7
인천,남동구,일반,여자,75-79세,777,29,36,117,218,55,14,86,33,8
인천,남동구,일반,여자,80-84세,1229,24,79,243,482,104,19,79,33,10
인천,남동구,일반,여자,85세이상,1404,53,133,392,550,71,8,44,9,2
인천,남동구,기초,남자,65세미만,296,19,18,63,99,13,6,25,11,3
인천,남동구,기초,남자,65-69세,380,15,27,58,136,18,9,43,23,11
인천,남동구,기초,남자,70-74세,254,6,13,49,113,16,3,15,5,7
인천,남동구,기초,남자,75-79세,231,6,12,42,91,28,6,14,11,2
인천,남동구,기초,남자,80-84세,236,6,17,45,124,11,1,11,6,2
인천,남동구,기초,남자,85세이상,198,7,19,36,101,12,2,4,1,2
인천,남동구,기초,여자,65세미만,163,14,16,34,48,6,2,22,4,0
인천,남동구,기초,여자,65-69세,305,11,19,57,125,17,0,37,11,1
인천,남동구,기초,여자,70-74세,351,12,16,61,153,18,1,29,18,5
인천,남동구,기초,여자,75-79세,448,14,25,93,190,37,6,30,10,6
인천,남동구,기초,여자,80-84세,678,22,47,128,343,46,2,26,14,4
인천,남동구,기초,여자,85세이상,782,43,75,229,368,24,2,9,9,0
인천,남동구,의료,남자,65세미만,4,1,0,0,0,0,0,0,0,0
인천,남동구,의료,남자,65-69세,5,0,2,1,1,0,0,0,0,0
인천,남동구,의료,남자,70-74세,2,0,0,1,1,0,0,0,0,0
인천,남동구,의료,남자,75-79세,20,0,2,3,10,0,0,1,1,0
인천,남동구,의료,남자,80-84세,7,0,1,0,3,1,0,1,0,0
인천,남동구,의료,남자,85세이상,10,1,1,2,4,1,0,0,0,0
인천,남동구,의료,여자,65세미만,3,0,0,0,0,1,0,0,0,0
인천,남동구,의료,여자,65-69세,8,1,0,1,2,0,0,2,1,0
인천,남동구,의료,여자,70-74세,10,0,0,2,6,0,0,1,1,0
인천,남동구,의료,여자,75-79세,13,1,0,4,6,0,0,0,1,0
인천,남동구,의료,여자,80-84세,22,0,3,4,7,3,0,2,1,0
인천,남동구,의료,여자,85세이상,84,8,10,24,35,0,0,0,0,0
인천,남동구,감경,남자,65세미만,98,9,11,27,32,3,2,3,0,0
인천,남동구,감경,남자,65-69세,208,9,19,55,95,14,5,3,1,1
인천,남동구,감경,남자,70-74세,278,10,17,78,133,20,5,2,3,3
인천,남동구,감경,남자,75-79세,316,10,28,74,155,33,5,3,1,1
인천,남동구,감경,남자,80-84세,338,6,24,82,164,41,11,1,1,0
인천,남동구,감경,남자,85세이상,393,7,30,111,209,24,5,3,0,0
인천,남동구,감경,여자,65세미만,73,10,6,26,20,0,0,0,1,1
인천,남동구,감경,여자,65-69세,176,12,9,38,84,14,5,3,1,1
인천,남동구,감경,여자,70-74세,306,16,32,68,140,20,7,3,0,1
인천,남동구,감경,여자,75-79세,608,23,56,155,281,45,11,9,5,1
인천,남동구,감경,여자,80-84세,1105,60,79,297,541,91,11,4,2,0
인천,남동구,감경,여자,85세이상,1929,95,272,653,796,87,7,2,2,0
인천,부평구,일반,남자,65세미만,115,4,7,19,16,0,1,25,4,6
인천,부평구,일반,남자,65-69세,230,10,6,28,59,8,1,37,16,10
인천,부평구,일반,남자,70-74세,288,9,14,61,88,14,4,25,11,9
인천,부평구,일반,남자,75-79세,392,9,25,74,138,25,5,28,7,7
인천,부평구,일반,남자,80-84세,460,14,32,119,138,33,16,22,10,13
인천,부평구,일반,남자,85세이상,441,9,28,111,169,27,4,21,12,12
인천,부평구,일반,여자,65세미만,105,8,4,12,17,3,0,23,7,3
인천,부평구,일반,여자,65-69세,255,7,12,36,40,9,2,45,19,12
인천,부평구,일반,여자,70-74세,370,7,15,66,90,17,6,42,15,9
인천,부평구,일반,여자,75-79세,753,12,30,123,220,58,18,99,29,12
인천,부평구,일반,여자,80-84세,1137,27,54,251,430,73,19,74,31,13
인천,부평구,일반,여자,85세이상,1452,47,140,437,545,67,13,65,19,11
인천,부평구,기초,남자,65세미만,236,8,9,45,76,18,2,31,8,8
인천,부평구,기초,남자,65-69세,291,4,11,40,113,21,3,32,16,16
인천,부평구,기초,남자,70-74세,248,4,7,31,115,20,4,19,15,8
인천,부평구,기초,남자,75-79세,165,5,12,21,76,10,6,14,6,1
인천,부평구,기초,남자,80-84세,166,5,10,34,68,19,5,8,4,2
인천,부평구,기초,남자,85세이상,147,4,11,30,69,12,1,6,1,1
인천,부평구,기초,여자,65세미만,152,9,9,34,31,9,5,22,8,11
인천,부평구,기초,여자,65-69세,233,13,8,36,85,7,3,31,16,6
인천,부평구,기초,여자,70-74세,270,6,11,51,118,12,5,22,13,8
인천,부평구,기초,여자,75-79세,376,12,23,65,172,18,4,34,12,5
인천,부평구,기초,여자,80-84세,548,12,34,125,261,29,4,23,11,5
인천,부평구,기초,여자,85세이상,702,41,86,225,278,22,5,7,6,4
인천,부평구,의료,남자,65세미만,1,0,0,0,1,0,0,0,0,0
인천,부평구,의료,남자,65-69세,2,0,0,0,1,0,0,1,0,0
인천,부평구,의료,남자,70-74세,3,0,0,0,2,1,0,0,0,0
인천,부평구,의료,남자,75-79세,7,0,0,3,4,0,0,0,0,0
인천,부평구,의료,남자,80-84세,5,0,1,1,3,0,0,0,0,0
인천,부평구,의료,남자,85세이상,7,0,2,2,1,0,0,0,0,0
인천,부평구,의료,여자,65세미만,3,0,0,0,1,0,0,1,0,1
인천,부평구,의료,여자,65-69세,4,0,0,0,2,0,0,0,0,1
인천,부평구,의료,여자,70-74세,2,0,0,2,0,0,0,0,0,0
인천,부평구,의료,여자,75-79세,6,0,0,1,3,0,1,0,1,0
인천,부평구,의료,여자,80-84세,10,1,1,3,5,0,0,0,0,0
인천,부평구,의료,여자,85세이상,47,3,3,14,21,1,0,2,0,0
인천,부평구,감경,남자,65세미만,99,8,7,34,27,10,0,3,0,0
인천,부평구,감경,남자,65-69세,173,14,10,52,68,10,0,2,3,0
인천,부평구,감경,남자,70-74세,226,4,19,64,114,11,2,1,4,1
인천,부평구,감경,남자,75-79세,282,16,26,84,121,13,4,4,2,1
인천,부평구,감경,남자,80-84세,272,8,15,66,144,25,5,2,2,0
인천,부평구,감경,남자,85세이상,349,7,26,113,171,23,3,2,0,0
인천,부평구,감경,여자,65세미만,72,6,7,20,23,7,1,2,0,0
인천,부평구,감경,여자,65-69세,161,9,15,44,64,10,3,6,0,0
인천,부평구,감경,여자,70-74세,252,10,23,58,126,15,4,3,0,0
인천,부평구,감경,여자,75-79세,503,20,33,128,236,42,10,9,3,0
인천,부평구,감경,여자,80-84세,908,28,68,245,458,68,8,5,1,2
인천,부평구,감경,여자,85세이상,1681,91,188,594,706,63,12,3,0,1
인천,계양구,일반,남자,65세미만,77,4,2,10,11,1,2,14,6,5
인천,계양구,일반,남자,65-69세,158,2,7,22,45,7,6,22,10,2
인천,계양구,일반,남자,70-74세,164,4,8,36,41,15,2,16,12,3
인천,계양구,일반,남자,75-79세,183,1,8,37,50,13,4,11,11,4
인천,계양구,일반,남자,80-84세,226,9,7,55,72,9,5,9,10,11
인천,계양구,일반,남자,85세이상,257,2,16,51,111,23,3,17,4,4
인천,계양구,일반,여자,65세미만,84,3,6,22,8,2,1,19,3,4
인천,계양구,일반,여자,65-69세,155,9,7,16,27,4,2,24,12,7
인천,계양구,일반,여자,70-74세,206,5,11,20,59,8,4,30,15,5
인천,계양구,일반,여자,75-79세,375,18,16,66,98,21,9,51,20,9
인천,계양구,일반,여자,80-84세,637,31,35,132,218,50,15,38,20,10
인천,계양구,일반,여자,85세이상,824,34,81,281,262,51,7,30,8,3
인천,계양구,기초,남자,65세미만,167,4,9,44,47,10,5,14,5,9
인천,계양구,기초,남자,65-69세,142,8,5,27,45,11,5,10,5,6
인천,계양구,기초,남자,70-74세,122,3,6,25,45,7,4,9,3,4
인천,계양구,기초,남자,75-79세,81,3,7,13,31,8,5,2,3,2
인천,계양구,기초,남자,80-84세,83,2,4,18,36,8,0,2,2,4
인천,계양구,기초,남자,85세이상,83,1,3,21,35,7,3,2,1,1
인천,계양구,기초,여자,65세미만,75,10,6,16,17,5,1,6,3,2
인천,계양구,기초,여자,65-69세,106,6,7,15,31,7,3,9,9,2
인천,계양구,기초,여자,70-74세,123,4,7,25,49,6,0,11,3,3
인천,계양구,기초,여자,75-79세,168,12,6,31,65,12,5,13,4,3
인천,계양구,기초,여자,80-84세,284,13,24,70,121,19,7,9,6,4
인천,계양구,기초,여자,85세이상,384,21,46,128,146,21,1,3,2,2
인천,계양구,의료,남자,65세미만,2,0,0,0,0,1,0,0,1,0
인천,계양구,의료,남자,65-69세,1,0,0,1,0,0,0,0,0,0
인천,계양구,의료,남자,70-74세,1,1,0,0,0,0,0,0,0,0
인천,계양구,의료,남자,75-79세,5,0,0,3,1,0,0,0,0,0
인천,계양구,의료,남자,80-84세,2,0,0,0,1,0,0,0,0,0
인천,계양구,의료,남자,85세이상,4,0,1,2,0,1,0,0,0,0
인천,계양구,의료,여자,65세미만,1,0,0,0,1,0,0,0,0,0
인천,계양구,의료,여자,65-69세,0,0,0,0,0,0,0,0,0,0
인천,계양구,의료,여자,70-74세,4,0,2,1,1,0,0,0,0,0
인천,계양구,의료,여자,75-79세,4,0,1,0,3,0,0,0,0,0
인천,계양구,의료,여자,80-84세,9,0,1,3,5,0,0,0,0,0
인천,계양구,의료,여자,85세이상,21,0,3,3,13,1,0,0,0,0
인천,계양구,감경,남자,65세미만,90,6,6,27,29,7,1,4,2,1
인천,계양구,감경,남자,65-69세,124,6,10,31,56,3,3,5,1,0
인천,계양구,감경,남자,70-74세,126,6,8,28,60,14,4,1,0,2
인천,계양구,감경,남자,75-79세,158,7,7,48,66,15,3,1,1,0
인천,계양구,감경,남자,80-84세,213,4,16,65,90,30,4,0,1,1
인천,계양구,감경,남자,85세이상,254,4,18,68,132,22,6,1,0,0
인천,계양구,감경,여자,65세미만,58,5,11,19,12,6,2,0,0,1
인천,계양구,감경,여자,65-69세,74,5,5,24,26,8,1,0,0,0
인천,계양구,감경,여자,70-74세,158,9,13,36,72,11,3,2,2,0
인천,계양구,감경,여자,75-79세,322,11,26,81,149,27,9,5,2,0
인천,계양구,감경,여자,80-84세,672,29,55,190,314,53,8,5,1,1
인천,계양구,감경,여자,85세이상,1193,74,125,404,491,63,14,3,0,0
인천,서구,일반,남자,65세미만,114,4,8,22,27,3,0,15,6,6
인천,서구,일반,남자,65-69세,217,7,13,50,56,14,0,28,4,0
인천,서구,일반,남자,70-74세,281,10,12,73,80,22,3,30,9,4
인천,서구,일반,남자,75-79세,398,14,23,91,136,27,3,22,10,8
인천,서구,일반,남자,80-84세,446,13,27,113,155,37,8,31,8,6
인천,서구,일반,남자,85세이상,465,9,42,99,201,27,4,13,8,2
인천,서구,일반,여자,65세미만,110,11,8,20,21,5,2,15,6,5
인천,서구,일반,여자,65-69세,260,9,9,51,44,13,2,36,11,7
인천,서구,일반,여자,70-74세,383,14,13,54,109,29,6,50,13,6
인천,서구,일반,여자,75-79세,703,30,37,113,252,47,20,50,22,7
인천,서구,일반,여자,80-84세,1064,37,69,226,393,89,12,66,21,10
인천,서구,일반,여자,85세이상,1351,63,147,413,471,91,5,36,10,6
인천,서구,기초,남자,65세미만,271,19,11,60,105,13,2,14,5,11
인천,서구,기초,남자,65-69세,286,12,15,70,104,14,3,19,13,6
인천,서구,기초,남자,70-74세,196,10,7,40,98,7,1,7,5,5
인천,서구,기초,남자,75-79세,169,2,10,40,74,10,1,11,7,3
인천,서구,기초,남자,80-84세,157,5,8,40,65,9,3,11,3,2
인천,서구,기초,남자,85세이상,127,2,8,34,57,12,1,0,4,2
인천,서구,기초,여자,65세미만,129,13,13,37,34,8,3,6,1,3
인천,서구,기초,여자,65-69세,208,8,13,50,70,15,0,24,10,5
인천,서구,기초,여자,70-74세,231,5,6,58,111,20,2,7,3,3
인천,서구,기초,여자,75-79세,310,9,18,71,144,24,0,13,4,3
인천,서구,기초,여자,80-84세,437,25,34,125,195,25,4,7,5,1
인천,서구,기초,여자,85세이상,702,39,101,250,247,33,2,10,0,0
인천,서구,의료,남자,65세미만,1,0,0,0,0,0,0,0,0,0
인천,서구,의료,남자,65-69세,2,0,1,1,0,0,0,0,0,0
인천,서구,의료,남자,70-74세,5,0,0,2,1,0,0,1,0,0
인천,서구,의료,남자,75-79세,2,0,0,0,2,0,0,0,0,0
인천,서구,의료,남자,80-84세,2,0,0,0,2,0,0,0,0,0
인천,서구,의료,남자,85세이상,8,0,1,3,4,0,0,0,0,0
인천,서구,의료,여자,65세미만,0,0,0,0,0,0,0,0,0,0
인천,서구,의료,여자,65-69세,1,1,0,0,0,0,0,0,0,0
인천,서구,의료,여자,70-74세,9,0,1,1,3,1,1,2,0,0
인천,서구,의료,여자,75-79세,9,0,0,1,5,1,0,0,0,0
인천,서구,의료,여자,80-84세,12,0,0,3,3,3,0,1,1,0
인천,서구,의료,여자,85세이상,54,4,5,19,21,1,0,0,0,0
인천,서구,감경,남자,65세미만,90,10,5,32,28,2,2,3,0,0
인천,서구,감경,남자,65-69세,167,11,18,52,64,16,0,1,0,1
인천,서구,감경,남자,70-74세,213,8,6,86,88,15,1,2,0,1
인천,서구,감경,남자,75-79세,301,9,23,77,146,30,5,1,0,1
인천,서구,감경,남자,80-84세,289,6,24,91,132,19,8,1,0,0
인천,서구,감경,남자,85세이상,361,11,32,110,171,26,2,2,0,0
인천,서구,감경,여자,65세미만,86,15,11,23,23,5,1,1,0,0
인천,서구,감경,여자,65-69세,163,12,14,51,56,8,4,3,0,0
인천,서구,감경,여자,70-74세,264,11,25,71,117,18,7,2,2,0
인천,서구,감경,여자,75-79세,529,21,39,149,214,64,10,6,3,0
인천,서구,감경,여자,80-84세,1058,48,113,296,470,90,10,3,2,1
인천,서구,감경,여자,85세이상,1651,81,219,632,621,76,5,1,0,1
인천,강화군,일반,남자,65세미만,16,1,0,5,3,1,0,1,1,0
인천,강화군,일반,남자,65-69세,63,0,4,7,15,1,0,7,3,3
인천,강화군,일반,남자,70-74세,78,2,2,12,22,1,3,8,3,4
인천,강화군,일반,남자,75-79세,116,2,7,13,38,12,2,8,6,1
인천,강화군,일반,남자,80-84세,189,0,6,26,76,21,7,12,7,4
인천,강화군,일반,남자,85세이상,250,4,11,39,110,22,1,13,9,1
인천,강화군,일반,여자,65세미만,13,1,1,3,4,0,0,2,0,0
인천,강화군,일반,여자,65-69세,59,2,0,10,10,0,4,10,8,7
인천,강화군,일반,여자,70-74세,118,4,2,17,35,4,4,9,8,3
인천,강화군,일반,여자,75-79세,217,3,6,30,67,13,4,22,9,3
인천,강화군,일반,여자,80-84세,363,4,15,65,151,24,15,20,10,2
인천,강화군,일반,여자,85세이상,606,9,40,158,275,36,4,15,5,1
인천,강화군,기초,남자,65세미만,32,4,4,8,9,0,1,2,1,0
인천,강화군,기초,남자,65-69세,34,1,1,9,10,1,0,1,3,2
인천,강화군,기초,남자,70-74세,40,0,4,8,12,1,0,5,6,0
인천,강화군,기초,남자,75-79세,36,0,4,9,15,2,1,1,1,2
인천,강화군,기초,남자,80-84세,33,2,1,4,17,1,0,3,2,1
인천,강화군,기초,남자,85세이상,35,0,2,10,16,2,0,1,1,0
인천,강화군,기초,여자,65세미만,24,0,2,6,8,0,0,3,1,2
인천,강화군,기초,여자,65-69세,39,1,2,6,15,3,0,3,3,2
인천,강화군,기초,여자,70-74세,37,0,1,9,11,3,0,2,4,1
인천,강화군,기초,여자,75-79세,73,0,5,14,33,5,1,4,0,3
인천,강화군,기초,여자,80-84세,84,2,9,19,41,5,0,3,1,0
인천,강화군,기초,여자,85세이상,148,2,15,27,87,7,1,1,0,0
인천,강화군,의료,남자,70-74세,0,0,0,0,0,0,0,0,0,0
인천,강화군,의료,남자,75-79세,1,0,0,1,0,0,0,0,0,0
인천,강화군,의료,남자,85세이상,2,0,0,0,1,0,0,0,0,0
인천,강화군,의료,여자,70-74세,0,0,0,0,0,0,0,0,0,0
인천,강화군,의료,여자,75-79세,0,0,0,0,0,0,0,0,0,0
인천,강화군,의료,여자,80-84세,3,0,0,1,1,0,0,0,0,0
인천,강화군,의료,여자,85세이상,11,0,0,2,7,1,1,0,0,0
인천,강화군,감경,남자,65세미만,9,2,1,1,4,0,0,0,0,0
인천,강화군,감경,남자,65-69세,24,2,2,7,9,2,1,0,0,0
인천,강화군,감경,남자,70-74세,41,2,2,9,22,3,1,0,0,0
인천,강화군,감경,남자,75-79세,57,0,4,10,34,8,1,0,0,0
인천,강화군,감경,남자,80-84세,72,1,4,15,42,6,0,1,0,0
인천,강화군,감경,남자,85세이상,105,1,9,23,63,5,1,0,0,0
인천,강화군,감경,여자,65세미만,6,1,1,2,1,0,0,0,0,0
인천,강화군,감경,여자,65-69세,17,1,0,5,8,1,0,1,0,0
인천,강화군,감경,여자,70-74세,35,2,4,9,15,2,1,0,0,0
인천,강화군,감경,여자,75-79세,96,5,8,24,44,8,0,0,0,1
인천,강화군,감경,여자,80-84세,230,5,11,52,122,24,8,1,0,0
인천,강화군,감경,여자,85세이상,498,7,37,169,242,30,4,1,0,0
인천,옹진군,일반,남자,65세미만,8,1,0,0,1,0,0,1,1,0
인천,옹진군,일반,남자,65-69세,5,0,0,1,2,0,0,0,0,1
인천,옹진군,일반,남자,70-74세,6,0,0,4,0,0,0,0,0,1
인천,옹진군,일반,남자,75-79세,14,0,1,3,5,0,0,1,1,0
인천,옹진군,일반,남자,80-84세,16,0,1,1,8,2,0,2,1,0
인천,옹진군,일반,남자,85세이상,25,0,2,5,12,0,0,2,0,0
인천,옹진군,일반,여자,65세미만,2,0,0,0,1,0,0,1,0,0
인천,옹진군,일반,여자,65-69세,9,0,0,2,0,1,0,1,2,2
인천,옹진군,일반,여자,70-74세,21,0,1,3,2,0,0,3,1,8
인천,옹진군,일반,여자,75-79세,30,0,1,1,8,0,0,6,2,6
인천,옹진군,일반,여자,80-84세,28,0,2,5,8,2,0,3,1,3
인천,옹진군,일반,여자,85세이상,61,1,3,20,24,1,0,4,1,0
인천,옹진군,기초,남자,65세미만,7,1,0,2,2,0,0,0,2,0
인천,옹진군,기초,남자,65-69세,1,0,0,0,0,0,0,0,1,0
인천,옹진군,기초,남자,70-74세,10,0,0,0,5,2,0,2,0,0
인천,옹진군,기초,남자,75-79세,6,0,0,1,4,1,0,0,0,0
인천,옹진군,기초,남자,80-84세,6,0,0,2,3,0,0,0,0,0
인천,옹진군,기초,남자,85세이상,3,0,0,1,1,1,0,0,0,0
인천,옹진군,기초,여자,65세미만,5,0,0,2,2,0,0,1,0,0
인천,옹진군,기초,여자,65-69세,1,0,0,0,1,0,0,0,0,0
인천,옹진군,기초,여자,70-74세,7,0,0,1,2,0,0,2,0,1
인천,옹진군,기초,여자,75-79세,3,0,0,1,2,0,0,0,0,0
인천,옹진군,기초,여자,80-84세,17,0,1,5,8,0,0,1,1,0
인천,옹진군,기초,여자,85세이상,12,0,0,2,7,3,0,0,0,0
인천,옹진군,의료,여자,65-69세,1,0,0,0,0,0,0,0,0,0
인천,옹진군,의료,여자,85세이상,1,0,0,0,1,0,0,0,0,0
인천,옹진군,감경,남자,65세미만,3,0,2,1,0,0,0,0,0,0
인천,옹진군,감경,남자,65-69세,7,0,1,3,2,1,0,0,0,0
인천,옹진군,감경,남자,70-74세,6,0,0,1,4,0,0,0,0,0
인천,옹진군,감경,남자,75-79세,9,0,1,2,6,0,0,0,0,0
인천,옹진군,감경,남자,80-84세,15,0,0,2,12,0,0,0,0,0
인천,옹진군,감경,남자,85세이상,15,0,2,3,8,0,0,0,0,0
인천,옹진군,감경,여자,65세미만,3,0,0,1,2,0,0,0,0,0
인천,옹진군,감경,여자,65-69세,3,0,0,0,2,0,0,0,0,0
인천,옹진군,감경,여자,70-74세,8,2,1,2,1,1,0,0,0,0
인천,옹진군,감경,여자,75-79세,11,1,0,2,6,1,0,0,0,0
인천,옹진군,감경,여자,80-84세,29,0,0,11,15,1,0,0,0,0
인천,옹진군,감경,여자,85세이상,69,2,3,23,37,3,0,0,0,0
광주,동구,일반,남자,65세미만,16,1,1,3,2,0,0,3,1,0
광주,동구,일반,남자,65-69세,65,5,3,9,11,1,0,7,9,6
광주,동구,일반,남자,70-74세,114,5,10,15,29,5,2,12,6,4
광주,동구,일반,남자,75-79세,174,2,10,27,60,12,3,17,11,3
광주,동구,일반,남자,80-84세,235,3,3,36,86,25,10,18,15,4
광주,동구,일반,남자,85세이상,257,1,17,54,108,27,8,11,7,2
광주,동구,일반,여자,65세미만,19,0,1,2,3,0,0,6,1,2
광주,동구,일반,여자,65-69세,74,3,2,3,9,0,1,15,12,4
광주,동구,일반,여자,70-74세,151,2,2,19,32,4,3,31,18,4
광주,동구,일반,여자,75-79세,321,12,4,37,91,32,7,32,16,9
광주,동구,일반,여자,80-84세,510,8,27,68,200,55,8,40,22,7
광주,동구,일반,여자,85세이상,523,18,36,123,202,35,8,25,8,4
광주,동구,기초,남자,65세미만,30,0,0,8,3,2,1,4,2,2
광주,동구,기초,남자,65-69세,65,1,2,4,16,6,2,13,2,9
광주,동구,기초,남자,70-74세,44,1,4,1,11,3,2,4,5,5
광주,동구,기초,남자,75-79세,33,0,2,7,8,2,1,3,2,3
광주,동구,기초,남자,80-84세,28,0,0,1,8,3,0,3,2,4
광주,동구,기초,남자,85세이상,18,0,0,3,6,1,2,2,0,2
광주,동구,기초,여자,65세미만,14,1,1,3,5,0,0,1,0,1
광주,동구,기초,여자,65-69세,43,0,5,5,7,4,0,1,6,2
광주,동구,기초,여자,70-74세,73,0,3,3,27,2,1,7,6,8
광주,동구,기초,여자,75-79세,57,2,3,11,19,4,1,2,6,2
광주,동구,기초,여자,80-84세,84,0,9,18,29,7,2,2,3,1
광주,동구,기초,여자,85세이상,84,2,8,26,31,6,2,1,0,0
광주,동구,의료,남자,65세미만,0,0,0,0,0,0,0,0,0,0
광주,동구,의료,남자,65-69세,3,0,0,1,1,0,0,1,0,0
광주,동구,의료,남자,70-74세,2,0,0,1,0,0,0,0,0,0
광주,동구,의료,남자,75-79세,3,0,0,0,1,0,0,0,0,0
